# sequence=100,200,300,400,500,600,700
Step,StepId,key,current,parent,side,root
1,mainLoop,100,null,null,—,null
2,callInsert,100,null,null,—,null
3,createNode,100,null,null,—,null
4,checkEmpty,100,null,null,—,null
5,returnNew,100,100,null,—,100
6,mainLoop,200,null,null,—,100
7,callInsert,200,null,null,—,100
8,createNode,200,null,null,—,100
9,checkEmpty,200,null,null,—,100
10,setCurrent,200,100,null,—,100
11,setParent,200,100,null,—,100
12,whileLoop,200,100,null,—,100
13,parentAssign,200,100,100,—,100
14,checkLess,200,100,100,right,100
15,goRight,200,null,100,right,100
16,whileLoop,200,null,100,right,100
17,attachCheck,200,null,100,right,100
18,attachRight,200,null,100,right,100
19,returnRoot,200,null,100,right,100
20,mainLoop,300,null,null,—,100
21,callInsert,300,null,null,—,100
22,createNode,300,null,null,—,100
23,checkEmpty,300,null,null,—,100
24,setCurrent,300,100,null,—,100
25,setParent,300,100,null,—,100
26,whileLoop,300,100,null,—,100
27,parentAssign,300,100,100,—,100
28,checkLess,300,100,100,right,100
29,goRight,300,200,100,right,100
30,whileLoop,300,200,100,right,100
31,parentAssign,300,200,200,right,100
32,checkLess,300,200,200,right,100
33,goRight,300,null,200,right,100
34,whileLoop,300,null,200,right,100
35,attachCheck,300,null,200,right,100
36,attachRight,300,null,200,right,100
37,returnRoot,300,null,200,right,100
38,mainLoop,400,null,null,—,100
39,callInsert,400,null,null,—,100
40,createNode,400,null,null,—,100
41,checkEmpty,400,null,null,—,100
42,setCurrent,400,100,null,—,100
43,setParent,400,100,null,—,100
44,whileLoop,400,100,null,—,100
45,parentAssign,400,100,100,—,100
46,checkLess,400,100,100,right,100
47,goRight,400,200,100,right,100
48,whileLoop,400,200,100,right,100
49,parentAssign,400,200,200,right,100
50,checkLess,400,200,200,right,100
51,goRight,400,300,200,right,100
52,whileLoop,400,300,200,right,100
53,parentAssign,400,300,300,right,100
54,checkLess,400,300,300,right,100
55,goRight,400,null,300,right,100
56,whileLoop,400,null,300,right,100
57,attachCheck,400,null,300,right,100
58,attachRight,400,null,300,right,100
59,returnRoot,400,null,300,right,100
60,mainLoop,500,null,null,—,100
61,callInsert,500,null,null,—,100
62,createNode,500,null,null,—,100
63,checkEmpty,500,null,null,—,100
64,setCurrent,500,100,null,—,100
65,setParent,500,100,null,—,100
66,whileLoop,500,100,null,—,100
67,parentAssign,500,100,100,—,100
68,checkLess,500,100,100,right,100
69,goRight,500,200,100,right,100
70,whileLoop,500,200,100,right,100
71,parentAssign,500,200,200,right,100
72,checkLess,500,200,200,right,100
73,goRight,500,300,200,right,100
74,whileLoop,500,300,200,right,100
75,parentAssign,500,300,300,right,100
76,checkLess,500,300,300,right,100
77,goRight,500,400,300,right,100
78,whileLoop,500,400,300,right,100
79,parentAssign,500,400,400,right,100
80,checkLess,500,400,400,right,100
81,goRight,500,null,400,right,100
82,whileLoop,500,null,400,right,100
83,attachCheck,500,null,400,right,100
84,attachRight,500,null,400,right,100
85,returnRoot,500,null,400,right,100
86,mainLoop,600,null,null,—,100
87,callInsert,600,null,null,—,100
88,createNode,600,null,null,—,100
89,checkEmpty,600,null,null,—,100
90,setCurrent,600,100,null,—,100
91,setParent,600,100,null,—,100
92,whileLoop,600,100,null,—,100
93,parentAssign,600,100,100,—,100
94,checkLess,600,100,100,right,100
95,goRight,600,200,100,right,100
96,whileLoop,600,200,100,right,100
97,parentAssign,600,200,200,right,100
98,checkLess,600,200,200,right,100
99,goRight,600,300,200,right,100
100,whileLoop,600,300,200,right,100
101,parentAssign,600,300,300,right,100
102,checkLess,600,300,300,right,100
103,goRight,600,400,300,right,100
104,whileLoop,600,400,300,right,100
105,parentAssign,600,400,400,right,100
106,checkLess,600,400,400,right,100
107,goRight,600,500,400,right,100
108,whileLoop,600,500,400,right,100
109,parentAssign,600,500,500,right,100
110,checkLess,600,500,500,right,100
111,goRight,600,null,500,right,100
112,whileLoop,600,null,500,right,100
113,attachCheck,600,null,500,right,100
114,attachRight,600,null,500,right,100
115,returnRoot,600,null,500,right,100
116,mainLoop,700,null,null,—,100
117,callInsert,700,null,null,—,100
118,createNode,700,null,null,—,100
119,checkEmpty,700,null,null,—,100
120,setCurrent,700,100,null,—,100
121,setParent,700,100,null,—,100
122,whileLoop,700,100,null,—,100
123,parentAssign,700,100,100,—,100
124,checkLess,700,100,100,right,100
125,goRight,700,200,100,right,100
126,whileLoop,700,200,100,right,100
127,parentAssign,700,200,200,right,100
128,checkLess,700,200,200,right,100
129,goRight,700,300,200,right,100
130,whileLoop,700,300,200,right,100
131,parentAssign,700,300,300,right,100
132,checkLess,700,300,300,right,100
133,goRight,700,400,300,right,100
134,whileLoop,700,400,300,right,100
135,parentAssign,700,400,400,right,100
136,checkLess,700,400,400,right,100
137,goRight,700,500,400,right,100
138,whileLoop,700,500,400,right,100
139,parentAssign,700,500,500,right,100
140,checkLess,700,500,500,right,100
141,goRight,700,600,500,right,100
142,whileLoop,700,600,500,right,100
143,parentAssign,700,600,600,right,100
144,checkLess,700,600,600,right,100
145,goRight,700,null,600,right,100
146,whileLoop,700,null,600,right,100
147,attachCheck,700,null,600,right,100
148,attachRight,700,null,600,right,100
149,returnRoot,700,null,600,right,100
