# sequence=100,200,300,400,500
Step,StepId,key,current,parent,side,root
1,mainLoop,100,null,null,—,null
2,callInsert,100,null,null,—,null
3,createNode,100,null,null,—,null
4,checkEmpty,100,null,null,—,null
5,returnNew,100,100,null,—,100
6,mainLoop,200,null,null,—,100
7,callInsert,200,null,null,—,100
8,createNode,200,null,null,—,100
9,checkEmpty,200,null,null,—,100
10,setCurrent,200,100,null,—,100
11,setParent,200,100,null,—,100
12,whileLoop,200,100,null,—,100
13,parentAssign,200,100,100,—,100
14,checkLess,200,100,100,right,100
15,goRight,200,null,100,right,100
16,whileLoop,200,null,100,right,100
17,attachCheck,200,null,100,right,100
18,attachRight,200,null,100,right,100
19,returnRoot,200,null,100,right,100
20,mainLoop,300,null,null,—,100
21,callInsert,300,null,null,—,100
22,createNode,300,null,null,—,100
23,checkEmpty,300,null,null,—,100
24,setCurrent,300,100,null,—,100
25,setParent,300,100,null,—,100
26,whileLoop,300,100,null,—,100
27,parentAssign,300,100,100,—,100
28,checkLess,300,100,100,right,100
29,goRight,300,200,100,right,100
30,whileLoop,300,200,100,right,100
31,parentAssign,300,200,200,right,100
32,checkLess,300,200,200,right,100
33,goRight,300,null,200,right,100
34,whileLoop,300,null,200,right,100
35,attachCheck,300,null,200,right,100
36,attachRight,300,null,200,right,100
37,returnRoot,300,null,200,right,100
38,mainLoop,400,null,null,—,100
39,callInsert,400,null,null,—,100
40,createNode,400,null,null,—,100
41,checkEmpty,400,null,null,—,100
42,setCurrent,400,100,null,—,100
43,setParent,400,100,null,—,100
44,whileLoop,400,100,null,—,100
45,parentAssign,400,100,100,—,100
46,checkLess,400,100,100,right,100
47,goRight,400,200,100,right,100
48,whileLoop,400,200,100,right,100
49,parentAssign,400,200,200,right,100
50,checkLess,400,200,200,right,100
51,goRight,400,300,200,right,100
52,whileLoop,400,300,200,right,100
53,parentAssign,400,300,300,right,100
54,checkLess,400,300,300,right,100
55,goRight,400,null,300,right,100
56,whileLoop,400,null,300,right,100
57,attachCheck,400,null,300,right,100
58,attachRight,400,null,300,right,100
59,returnRoot,400,null,300,right,100
60,mainLoop,500,null,null,—,100
61,callInsert,500,null,null,—,100
62,createNode,500,null,null,—,100
63,checkEmpty,500,null,null,—,100
64,setCurrent,500,100,null,—,100
65,setParent,500,100,null,—,100
66,whileLoop,500,100,null,—,100
67,parentAssign,500,100,100,—,100
68,checkLess,500,100,100,right,100
69,goRight,500,200,100,right,100
70,whileLoop,500,200,100,right,100
71,parentAssign,500,200,200,right,100
72,checkLess,500,200,200,right,100
73,goRight,500,300,200,right,100
74,whileLoop,500,300,200,right,100
75,parentAssign,500,300,300,right,100
76,checkLess,500,300,300,right,100
77,goRight,500,400,300,right,100
78,whileLoop,500,400,300,right,100
79,parentAssign,500,400,400,right,100
80,checkLess,500,400,400,right,100
81,goRight,500,null,400,right,100
82,whileLoop,500,null,400,right,100
83,attachCheck,500,null,400,right,100
84,attachRight,500,null,400,right,100
85,returnRoot,500,null,400,right,100
